article_id,abstract_ar,source,path,keywords,author_ids
1392,"هدفت الدراسه الا التعرف الا درجه مساهمه اعضاء هيئه التدريس فا عمليه اتخاذ القرار فا الجامعات الحكوميه والخاصه في محافظه اربد. ولتحقيق اهداف dl all تم استخدام المنهج الوصفي المسحيء وتم تطوير استبانه تكونت من )31( فقره موزعه علا خمسه مجالات هي: الاداره الجامعيه. وشؤون هيئه التدريس. والشؤون الاكاديميه. وشؤون LLM والمجتمع المحلي. بعد التاكد من صدقها وثباتها بالطرق الاحصائيه. وتكون مجتمع الدراسه من جميع اعضاء الهيئه التدريسيه في جامعه اليرموك وجامعه جدارا البالغ عددهم )1270( ووزع الباحثان الاستبانه علا عينه تكونت من )300( عضو هيئه تدريسء وذلك خلال الفصل الدراسي الثاني من العام الجامعي2020/2019. وبعد تطبيق الاداه واجراء المعالجات الاحصائيه. توصلت الدراسه الا ان مساهمه اعضاء هيئه التدريس فا عمليه اتخاذ القرار فا الجامعات الحكوميه والخاصه فا محافظه اربد جاءت بدرجه متوسطه, كما تبين وجود فروق ذات دلاله احصائيه علا مجال (الاداره الجامعيه) تعزا لمتغير الرتبه الاكاديميه. لصالح رتبه استاذ. وعلا مجال (الشؤون الاكاديميه) لمتغير الرتبه الاكاديميه. لصالح رتبتي استاذ واستاذ مشاركء اضافه الا وجود فروق ذات دلاله احصائيه علا مجالي (الاداره Ayrolall وشؤون الطلبه) تعزا لمتغير نوع daslall لصالح الجامعات الخاصه. وبناء علا ما توصلت اليه الدراسه من نتائج تمت التوصيه بالاستثمار الامثل للقدرات البشريه من اعضاء هيئه التدريس وفتح مجالات المساهمه في صنع القرار في الجامعات الاردنيه. (ال",ARPD,finalpdfs/152.pdf,['اعضاء الهيئه التدريسيه. اتخاذ القرارء الجامعات الاردنيه'],"[np.str_('AUTH_00005'), np.str_('AUTH_00095')]"
1393,"هدفت الدراسه الا الكشف عن دور مديري المدارس في سلطنه عمان في تعزيز قيم التسامح الفكري لدا الطلبه. ومعرفه اثر كل من المتغيرات: (الجنسء. والصفء والمحافظه). وقد استخدم الباحثان المنهج الوصفي التحليلي؛ وقد تكون مجتمع الدراسه من جميع الطلاب والطالبات في الصفين (العاشر والحادي عشر) في المدارس الحكوميه التي تضم هذين الصفين معا في محافظات (مسقطء وشمال LL وجنوب الباطنه) البالغ عددهم )9521( وتكونت عينه الدراسه من )2000( طالب وطالبه من طلبه المدارسء تم اختيارهم بالطريقه الطبقيه العشوائيه. واعتمدت نتائج الدراسه علا استبانه مكونه من ثلاثه مجالات, وتوصلت نتائج الدراسه الا ان دور مديري المدارس في سلطنه عمان في تعزيز قيم التسامح الفكري لدا الطلبه (ككل) ومجالاتها من وجهه نظر الطلبه جاءت بمستوا متوسطء مع وجود فروق ذات دلاله احصائيه (0.05 (OS تعزا HAY niall حيث جاءت الفروق لصالح ALY وعدم وجود فروق ذات دلاله احصائيه تعزا لاثر الصفء. ووجود فروق ذات دلاله احصائيه تعزا لاثر المحافظه التعليميه وجاءت الفروق لصالح محافظه شمال الباطنه. ومن ابرز التوصيات دعوه الجهات المعنيه في وزاره التربيه والتعليم الا ضروره توجيه مديري المدارس الا اعطاء مساحه كافيه للطلبه في التعبير عن ارائهم في القضايا الفكريه المطروحه علا الساحه دون كبت او انغلاق. (ال",ARPD,finalpdfs/153.pdf,['دورء مديرو المدارسء تعزيزء seal التسامح الفكري'],[np.str_('AUTH_00180')]
1394,"ه ومقتضبه, والكلمات لها معان اصطلاحيه محدده ويحتاج الطلبه لفهم معانيها ومعرفه اوجه التشابه والاختلاف بينها ( Barton et al., 2) . وترتبط العبارات بالمنطق الرياضيء لذلك فان فهمه عامل اساسي لفهم الدروسء وايضا تعرض المعلومات في GUS الرياضيات بطرق متنوعه من كلمات وجداول ورسوم بيانيه ورموز رياضيه ما يحتاج معه القارئ الا التنقل والربط بين هذه الصور المختلفه ليكون معنا للمفاهيم الرياضيه المعروضه. MUS فان صفحات BUS الرياضيات غالبا ما تحوي هوامش ومعلومات موضوعه في clare يحتاج القارئ للاطلاع عليها وربطها بالدرس. لذلك فان اتجاهات القراءه في كتاب الرياضيات متنوعه, فالطالب ينظر في اتجاهات مختلفه في الصفحه, مما يتطلب منه تركيرا ومتابعه ) Barton .(Heidema, 2002 وايضا كتاب الرياضيات مليء بالرموز الرياضيه التي يحتاج الطالب لمعرفه معانيها ومدلولاتها (Weinberg Wiesner, 2011) ويصبح اكثر تجريدا مع تطور المراحل التعليميه مما يجعله يحتاج لمجهود اكبر في التصور والفهم ( Bossé Faulconer 2008; Selden .(Shepherd, 2013 ولقد اقترح الباحثون والمختصون في مجال الرياضيات طرقا لقراءه كتاب الرياضيات لتمكين المتعلم من الاستفاده من الكتاب, مثل ان يبدا المتعلم بمسح عام لمحتوا الفصل الدراسي والاطلاع علا العناوين و",ARPD,finalpdfs/154.pdf,['لطلبه لا يجيدون قراءه'],[np.str_('AUTH_00025')]
1395,"هدفت الدراسه الا الكشف عن درجه تمكين المعلمين في المدارس الحكوميه بمحافظه مسقط في سلطنه Glee وتحديد اثر اختلاف بعض المتغيرات الديموغرافيه علا تقديرات افراد العينه. وقد استخدم الباحثون المنهج الوصفيء وتم جمع البيانات من خلال استبانه مكونه من (38) فقرهء وتكونت عينه الدراسه من )632( معلما ومعلمه, تم اختيارهم باسلوب العينه المتيسره. واظهرت النتائج ان درجه تمكين المعلمين جاءت مرتفعه في جميع المجالات باستثناء مجالي المشاركه في صنع القرارء والاستقلاليه. وذلك بتقدير متوسط. كما ظهرت فروق Us احصائيا تعزا لمتغير الجنس في جميع المجالات لصالح الاناث. ما عدا في مجالي المشاركه في صنع القرارء والمكانه لم تظهر فيهما فروق Alls كما لم تظهر فروق داله تعزا لمتغير المرحله التعليميه في جميع المجالات باستثناء مجال الاستقلاليه. حيث كانت الفروق فيه داله لصالح مدارس الحلقه led والمدارس المستمره. واخيرا لم تظهر فروق داله تعزا لمتغير سنوات الخبره في جميع المجالات. (ال",ARPD,finalpdfs/155.pdf,"['تمكين المعلم. المدارس الحكوميه', 'الاداره المدرسيه. سلطنه']","[np.str_('AUTH_00003'), np.str_('AUTH_00043')]"
1396,"هدفت الدراسه الحاليه الا تعرف اثر استراتيجيه الكرسي الساخن في تحسين مهارات التعبير الشفوي لدا طالبات الصف السابع الاساسي. استخدم الباحث منهج البحث شبه التجريبي . وتكونت عينه الدراسه من )32( طالبه من طالبات الصف السابع الاساسي من مدرسه روضه الاميره بسمه الاساسيه الاولا للبنات التابعه لمديريه تربيه لواء الباديه الشماليه Ay yall قسمن الا مجموعتين: تجريبيه. وفيها )16( طالبه. وضابطه: وفيها )16( طالبه. ولتحقيق اهداف dal all تم تطوير قائمه تقدير مهارات التعبير الشفوي. تالفت من (12) فقره, تضمنت مهارات المضمون. ومهارات حسن الاداء . وتم اعداد اختبار موقفي في مهارات التعبير الشفوي. (ال",ARPD,finalpdfs/156.pdf,['استراتيجيه الكرسي الساخنء مهارات التعبير الشفوي'],"[np.str_('AUTH_00079'), np.str_('AUTH_00003'), np.str_('AUTH_00029'), np.str_('AUTH_00199')]"
1397,هدفت الدراسه الحاليه الا مقارنه فاعليه العلاج المختصر المركز علا الحل والعلاج الادلري في تخفيض التسويف الاكاديمي وتحسين التفاؤل لدا عينه من طالبات المدارس الثانويه. تكونت عينه الدراسه من (60) طالبه من طالبات الصفين العاشر والحادي عشر في احدا المدارس الحكوميه في محافظه اربدء الاردن. ولتحقيق اهداف الدراسه؛ تم استخدام مقياس للتسويف الاكاديمي الذي تكون من (15) فقره. واخر لقياس التفاؤلء تكون من )8( فقرات. وتم اختيار الطالبات بناء علا درجاتهن المرتفعه علا مقياس التسويف الاكاديمي. ودرجاتهن المنخفضه علا مقياس التفاؤل. وقد وزعن عشوائيا الا ثلاث مجموعات متساويه: مجموعتين تجريبيتين ومجموعه ضابطه. تلقت المجموعه التجريبيه الاولا برنامج علاج مختصر مركز علا الحلء وتلقت المجموعه التجريبيه الثانيه برنامج علاج ادلريء Lol المجموعه الضابطه فلم تتلق اي معالجه. واشارت نتائج القياس البعدي الا ان البرنامجين العلاجيين كانا اكثر فاعليه بشكل دال احصائيا في تخفيض التسويف الاكاديمي وتحسين التفاؤل من عدم المعالجه. بالاضافه الا ALS تبين ان العلاج المختصر المركز علا الحل كان اكثر فاعليه في تخفيض التسويف الاكاديمي من العلاج الادلري. واوصت الدراسه استنادا الا نتائج الدراسه بتدريب المرشدين المدرسيين علا استخدام اساليب العلاج المختصر المركز علا الحل والعلاج الادلري لمساعده الطلبه في التعامل مع مشكلاتهم الاكاديميه والشخصيه. (ال,ARPD,finalpdfs/157.pdf,['التسويف الاكاديميء Jalal العلاج المختصر المركز علا'],[np.str_('AUTH_00128')]
1398,"هدفت الدراسه الحاليه الا معرفه اثر استخدام شبكه المناقشه العنكبوتيه (شبكه الافكار) في اكتساب طالبات الصف التاسع الاساسي للمفاهيم العلميه والدافعيه نحو تعلم العلوم. استخدم الباحثان المنهج شبه التجريبي حيث تكونت عينه الدراسه من (72) طالبه من طالبات الصف التاسع الاساسي بمحافظه مسقط بسلطنه عمانء وقد وزعت العينه الا مجموعه تجريبيه عدد طالباتها )36( طالبه تم تدريسهن باستخدام شبكه المناقشه. وضابطه عدد طالباتها )36( طالبه تم تدريسهن بالطريقه الاعتياديه. وللاجابه عن اسئله الدراسه. تم اعداد دروس باستخدام الاستراتيجيه. كما اشتملت Sigal الدراسه علا اختبار المفاهيم العلميه, ومقياس للدافعيه. وقد تم التحقق من صدقهما وثباتهما بالطرق النفسيه والاحصائيه المعروفه. واشارت نتائج الدراسه الا وجود فروق ذات دلاله احصائيه عند مستوا (0-0.05) في اختبار المفاهيم العلميه. ومقياس الدافعيه. لصالح المجموعه التجريبيه. وقد اوصت الدراسه بعدد من التوصيات من اجل استخدام شبكه المناقشه في تدريس العلوم؛ منها: عقد دورات تدريبيه للمعلمين لتدريبهم علا اعداد الدروس باستخدام شبكه المناقشه العنكبوتيه . وتوظيف ذلك في تعزيز دافعيه الطلبه لتعلم العلوم. ال",ARPD,finalpdfs/158.pdf,['شبكه المناقشه العنكبوتيه (شبكه الافكار). المفاهيم العلميه'],[np.str_('AUTH_00041')]
1399,"هدفت الدراسه الحاليه الا معرفه اثر استخدام شبكه المناقشه العنكبوتيه (شبكه الافكار) في اكتساب طالبات الصف التاسع الاساسي للمفاهيم العلميه والدافعيه نحو تعلم العلوم. استخدم الباحثان المنهج شبه التجريبي حيث تكونت عينه الدراسه من (72) طالبه من طالبات الصف التاسع الاساسي بمحافظه مسقط بسلطنه عمانء وقد وزعت العينه الا مجموعه تجريبيه عدد طالباتها )36( طالبه تم تدريسهن باستخدام شبكه المناقشه. وضابطه عدد طالباتها )36( طالبه تم تدريسهن بالطريقه الاعتياديه. وللاجابه عن اسئله الدراسه. تم اعداد دروس باستخدام الاستراتيجيه. كما اشتملت Sigal الدراسه علا اختبار المفاهيم العلميه, ومقياس للدافعيه. وقد تم التحقق من صدقهما وثباتهما بالطرق النفسيه والاحصائيه المعروفه. واشارت نتائج الدراسه الا وجود فروق ذات دلاله احصائيه عند مستوا (0-0.05) في اختبار المفاهيم العلميه. ومقياس الدافعيه. لصالح المجموعه التجريبيه. وقد اوصت الدراسه بعدد من التوصيات من اجل استخدام شبكه المناقشه في تدريس العلوم؛ منها: عقد دورات تدريبيه للمعلمين لتدريبهم علا اعداد الدروس باستخدام شبكه المناقشه العنكبوتيه . وتوظيف ذلك في تعزيز دافعيه الطلبه لتعلم العلوم. ال",ARPD,finalpdfs/159.pdf,['شبكه المناقشه العنكبوتيه (شبكه الافكار). المفاهيم العلميه'],[np.str_('AUTH_00030')]
1400,"هدفت الدراسه الي التحقق من فاعليه برنامج قائم علي العلاج السلوي الايجابا لتحسين اداره التغيير وخفض اضطراب المعرفه في Ub التحول الرقمي لدي عينه من طالبات الجامعه وتكونت عينه البحث من (40 ) طالبه وتم تقسيمهمن الي مجموعتين متساويتين الاولي تجريبيه وعدها )20( والثانيه ضابطه وعدها )20( تتراوح اعمارهن ما بين )20-18( سنه بمتوسط قدره )19,13( عاما وانحراف معيارا ( 0.64 ) . واستخدمت الباحثتان مقياس اداره التغيير.ء ومقياس اضطراب المعرفه . (اعداد الباحثتان) والبرنامج القائم علي العلاج السلوي الايجابي (اعداد الباحثتان) . واشارت نتائج الدراسه الي وجود فروق ذات دلاله احصائيه بين متوسطات رتب درجات اداره التغيير واضطراب المعرفه لدي افراد المجموعتين التجريبيه والضابطه في القياس البعدي لصالح المجموعه التجريبيه وتوصلت نتائج الدراسه ايضا الا وجود فروق GIS دلاله احصائيه بين متوسطات رتب درجات اداره التغيير واضطراب المعرفه لدي افراد المجموعه التجريبيه في القياسين القبلي coals لصالح القياس البعديء كما اسفرت النتائج عن عدم وجود فروق ذات دلاله احصائيه بين متوسطات رتب درجات اداره التغيير واضطراب المعرفه لدي افراد المجموعه التجريبيه في القياسين البعدي والتتبعي. مما يدل علا استمراريه اثر البرنامج في تحسين اداره التغيير وخفض اضطراب المعرفه في ظل التحول الرقمي لدي عينه من طالبات الجامعه وقد تم تفسير النتائج في ضوء ما انتهيت اليه نتائج البحوث والدراسات السابقه. كما خرجت الباحثتان بعدد من التوصيات, واقترحتا Ae gare من المقترحات في ضوء نتائج الدراسه . ال",ARPD,finalpdfs/15.pdf,['العلاج السلوي glee yl اداره التغيير. اضطراب المعرفه. التحول الرقمي'],[np.str_('AUTH_00209')]
1401,هدفت الدراسه الا تعرف دور البوابه التعليميه في تطوير اداء الاداره المدرسيه في ضوء متطلبات الاداره الالكترونيه من وجهه نظر مديري المدارس بسلطنه عمانء واستخدم الباحث المنهج الوصفي المسحيء ولتحقيق اهداف الدراسه صممت استبانه تكونت من (32) فقره موزعه علا ثلاثه مجالات هي: المجال المعرفي pills والمجال الاداري والمجال الفني وتم التحقق من صدقها وثباتهاء وتكون مجتمع الدراسه من مديري مدارس محافظات مسقط والبريمي وجنوب الباطنه وكانت عينه الدراسه (116) مديرا ومديره. وتوصلت الدراسه الا وجود فروق ذات دلاله احصائيه عند مستوا الدلاله )0 0.05( لتقديرات افراد العينه تعزا لمتغير النوع؛ ولصالح الاناث.. واوصت الدراسه زياده عدد البرامج لمديري ومديرات المدارس للنوافذ المختلفه المنبثقه من البوابه التعليميه لسلطنه عمان. (ال,ARPD,finalpdfs/160.pdf,['البوابه التعليميه الاداره المدرسيه. الاداره الالكترونيه'],"[np.str_('AUTH_00181'), np.str_('AUTH_00078')]"
1402,"ن والباحثين النفسيينء ولا تقتصر اسباب هذا الاضطراب المحير علا سبب منفردء Gls اسبابه متعددهء ولا يزال هذا الاضطراب مثيرا للجدل من حيث تشخيصه. واسبابه. واساليب علاجه؛ فهو اضطراب غير قابل للتنبق به. وقد اشارت نتائج الدراسات الا العديد من المشكلات والتحديات الناجمه عن اصابه الطفل بهذا الاضطرابء وانعكاسات هذه المشكلات والتحديات التي تواجه الاسره؛ مما يؤثر في التماسك الاسري والقدره علا تلبيه احتياجات ورعايه الطفل. وحسب ما ورد في الدليل الاحصائي والتشخيصي للاضطرابات العقليه/ الطبعه الخامسه ( Diagnostic and Statistical Manual of Mental (Disorders 5 Edition يعد اضطراب طيف التوحد مجموعه من الاضطرابات العصبيه التي تتصف بالعجز والقصور النوعي الواضح والمستمرء ويظهر في مجالين نمائيين هما: مجال التفاعل الاجتماعي والتواصل اللفظي وغير اللفظي. ومجال السلوكات النمطيه والاهتمام المحدد ( American .(Psychiatric Association, 2013) كما يظهر هؤلاء الاطفال محدوديه وضعفا في الجانب الاجتماعي والتواصليء وتباينا في النمو المعرفي, اضافه الا انماط مختلفه من السلوكات اللاتكيفيه تحد من قيامهم بالانشطه اليوميه. والتحكم بسلوكاتهم؛ مما يسهم في مواجهه الاسره للعديد من المشكلات والضغوطات ع5 Hasting Johnson,2001; Davis .(Carter, 2008 وقد اشار العديد من الدراسات الا ان امهات الاطفال ذوي اضطراب طيف التوحد يواجهن مستويات مرتفعه من الضغوطات مقارنه مع امهات الاطفال العاديين (2005 (Baker- Eriezen et al.,",ARPD,finalpdfs/161.pdf,['الضغوط النفسيه. اضطراب طيف coe gill الكفاءه الذاتيه'],[np.str_('AUTH_00057')]
1403,"ن والباحثين النفسيينء ولا تقتصر اسباب هذا الاضطراب المحير علا سبب منفردء Gls اسبابه متعددهء ولا يزال هذا الاضطراب مثيرا للجدل من حيث تشخيصه. واسبابه. واساليب علاجه؛ فهو اضطراب غير قابل للتنبق به. وقد اشارت نتائج الدراسات الا العديد من المشكلات والتحديات الناجمه عن اصابه الطفل بهذا الاضطرابء وانعكاسات هذه المشكلات والتحديات التي تواجه الاسره؛ مما يؤثر في التماسك الاسري والقدره علا تلبيه احتياجات ورعايه الطفل. وحسب ما ورد في الدليل الاحصائي والتشخيصي للاضطرابات العقليه/ الطبعه الخامسه ( Diagnostic and Statistical Manual of Mental (Disorders 5 Edition يعد اضطراب طيف التوحد مجموعه من الاضطرابات العصبيه التي تتصف بالعجز والقصور النوعي الواضح والمستمرء ويظهر في مجالين نمائيين هما: مجال التفاعل الاجتماعي والتواصل اللفظي وغير اللفظي. ومجال السلوكات النمطيه والاهتمام المحدد ( American .(Psychiatric Association, 2013) كما يظهر هؤلاء الاطفال محدوديه وضعفا في الجانب الاجتماعي والتواصليء وتباينا في النمو المعرفي, اضافه الا انماط مختلفه من السلوكات اللاتكيفيه تحد من قيامهم بالانشطه اليوميه. والتحكم بسلوكاتهم؛ مما يسهم في مواجهه الاسره للعديد من المشكلات والضغوطات ع5 Hasting Johnson,2001; Davis .(Carter, 2008 وقد اشار العديد من الدراسات الا ان امهات الاطفال ذوي اضطراب طيف التوحد يواجهن مستويات مرتفعه من الضغوطات مقارنه مع امهات الاطفال العاديين (2005 (Baker- Eriezen et al.,",ARPD,finalpdfs/162.pdf,['الضغوط النفسيه. اضطراب طيف coe gill الكفاءه الذاتيه'],[np.str_('AUTH_00038')]
1404,"فه والعمل مع الفريق وتعزيز الثقافه التنظيميه وتمكين الافراد والثقه والاحترام المتبادل بين الافراد التي تعزز مكان القائد وتميزه -(Hensly,1998) يرا الباحثان ان تطور المعرفه وكثافه المعلومات وسرعه انتشارها وفعاليتها تساهم بشكل فعال في تعزيز وتطور الاداره المعرفيه لرؤساء الاقسام في الجامعات الذين يعتبرون ضباط ارتباط بالنسبه delat وبالتالي تمكنهم من تجويد القرارات الاداريه التي تخدم المؤسسسه وتحافظ علا ديمومتها بالشكل الملائم. ومن هنا Sele الدراسه الحاليه للتعرف الا درجه مساهمه اداره المعرفه في تجويد القرارات الاداريه لدا رؤساء الاقسام الاكاديميين في الجامعات تعد اداره المعرفه من pal العوامل الاساسيه التي تعمل علا تحقيق وزياده مؤشرات اقتصاد المعرفه والاسهام في رفع معدلات الابتكار. وتساعد علا تحقيق التنميه البشريه وتطوير قاعده المعارف للمؤسسات التعليميه. ويعتبر التعليم الجامعي من pal الادوات الهامه في تعزيز الاستثمار payroll علا اعتبار انه من pal وظائفه الاساسيه التي تسهم في بناء اقتصاد معرفه قوي وابتكار وايجاد المعرفه ونشرها من خلال القيام بالبحوث العلميه. واعداد الكوادر المؤهله والمدربه",ARPD,finalpdfs/163.pdf,"['اداره المعرفه', 'الفرارات الاداريه. الجامعات الاردنيه. رؤساء']",[np.str_('AUTH_00174')]
1405,هدفت هذه الدراسه الا الكشف عن نسبه انتشار اضطراب الاكتئاب الجسيم لدا طلبه الجامعات الاردنيه وميكانيزمات الدفاع المتنبئه به. ولتحقيق اهداف الدراسه. استخدم مقياس (DSQ-28) لميكانيزمات الدفاع. وطور مقياس اضطراب الاكتئاب الجسيم. تكونت عينه الدراسه من )1270( LiL وطالبه من طلبه الجامعات الاردنيه. واظهرت نتائج الدراسه ان نسبه انتشار اضطراب الاكتكاب الجسيم لدا الطلبه بلغت )1,ARPD,finalpdfs/164.pdf,['الاكتئاب الجسيم: ميكانيزمات ip last) طلبه الجامعات'],"[np.str_('AUTH_00155'), np.str_('AUTH_00152')]"
1406,هدفت الدراسه الا تحديد مستوا الذكاء الاجتماعي والاداء الوظيفي لدا مديري المدارس الثانويه في مديريه التربيه والتعليم للواء قصبه cbse من مستوا الدلاله )0.05 -0) في متوسطات تقدير افراد العينه لمستوا الذكاء الاجتماعي والاداء الوظيفي لدا مديري المدارس الثانويه في مديريه التربيه والتعليم للواء قصبه اربد تعزا لمتغيرات (الجنسء والمؤهل العلمي. وسنوات الخدمه). لتحقيق اهداف الدراسه وللاجابه عن اسئلتهاء تم استخدام المنهج الوصفي الارتباطي. وتم اختيار عينه الدراسه بالطريقه العشوائيه البسيطه بحيث تمثل )7 ( من مجتمع الدراسه: خلال العام الدراسي )2020/2019( واظهرت النتائج ان مستوا الذكاء الاجتماعي لدا مديري المدارس الثانويه في مديريه التربيه والتعليم للواء قصبه اربد من وجهه نظر المعلمين كان كبيراء كما اظهرت النتائج ان مستوا الاداء الوظيفي لدا مديري المدارس الثانويه في مديريه التربيه والتعليم للواء قصبه اربد من وجهه نظر المعلمين كان aS كما اظهرت النتائج وجود علاقه ارتباطيه بين الذكاء الاجتماعي والاداء الوظيفي لدا مديري المدارس الثانويه في مديريه التربيه والتعليم للواء قصبه اربد من وجهه نظر الدورات والبرامج التدريبيه المختلفه. وورشات العمل المتخصصه بهذا الجانب للمحافظه علا هذه الدرجه وتعزيزها. (ال,ARPD,finalpdfs/165.pdf,['الذكاء الاجتماعي. الاداء الوظيفي. مديرا المدارسء قصبه'],[np.str_('AUTH_00186')]
1407,"هدفت الدراسه الا الكشف عن القدره التنبؤيه لليقظه العقليه بفاعليه الذات الابداعيه لدا عينه تكونت من )591( WL وطالبه من المرحله الثانويه فا محافظه اربدء تم اختيارها بالطريقه المتيسره خلال الفصل الاول من العام الدراسي 2019/2018, ولتحقيق اهداف الدراسه؛ استخدم مقياس فاعليه الذات الابداعيه. ومقياس الوجوه الخمسه لليقظه العقليه. واظهرت النتائج وجود مستوا مرتفع من فاعليه الذات الابداعيه ككل ومجاليها لدا طلبه المرحله الثانويه. كما كشفت النتائج ان المتوسطات الحسابيه للذكور علا الدرجه الكليه لفاعليه الذات الابداعيه ومجاليها كانت اعلا منها للاناث. كما اظهرت النتائج وجود مستوا متوسط لليقظه العقليه JSS ومجالاتهاء عدا مجال المراقبه الذي cle بمستوا مرتفع. وكشفت النتائج ان المتوسطات الحسابيه للذكور علا مقياس اليقظه العقليه ككل ومجالاته كانت اعلا منها للاناث. وان المتوسطات الحسابيه للطلبه ذوي التخصصات المهنيه علا مقياس اليقظه العقليه ككل ومجالاته كانت اعلا منها للتخصصات الاخرا. واخيراء اظهرت النتائج ان الدرجه الكليه لليقظه العقليه فسرت ما نسبته 19.9 90 من التباين في فاعليه الذات الابداعيه. في حين ان مجالات اليقظه العقليه فسرت ما نسبته 39.5 من هذا التباين. (ال",ARPD,finalpdfs/166.pdf,"['فاعليه الذات الابداعيه اليقظه العقليه', 'المرحله الثانويه']",[np.str_('AUTH_00054')]
1408,هدفت الدراسه الحاليه الا التعرف علا درجه ممارسه مديري المدارس للقياده الخادمه وعلاقتها بالروح المعنويه من وجهه نظر معلمي ومعلمات المرحله المتوسطه بدوله الكويت. واستخدمت الدراسه المنهج الوصفي بشقيه التحليلي والارتباطي؛ وتم اختيار العينه بالطريقه العشوائيه الطبقيه وقوامها )353( Vales ومعلمه. وخلصت الدراسه الا عدد من gill لعل ابرزها الاتي: استجابات عينه الدراسه نحو القياده الخادمه وابعادها كانت جميعها بدرجه مرتفعه (حيث حصل بعد الايثار علا المرتبه lol تلاه بعد المحبه. وحل في المرتبه الثالثه بعد esl sil وفي المرتبه الاخيره cle بعد التمكين)؛ ووجود فروق ذات دلاله تعزا الا الجنس في بعدي الايثار والتواضع وكانت لصالح الاناث؛ وعدم وجود فروق داله تعزا الا المستوا التعليمي والخبره التدريسيه؛ ووجود فروق داله في تخصص القسم العلمي في بعد التواضع وكانت لصالح تخصص المواد الادبيه؛ وكانت استجابات عينه الدراسه نحو الروح المعنويه بدرجه مرتفعه؛ وتبين وجود علاقه ارتباطيه ايجابيه بين درجه ممارسه مديري المدارس للقياده الخادمه وابعادها الاربعه ودرجه الروح المعنويه للمعلمين. (ال,ARPD,finalpdfs/167.pdf,"['القياده الخادمه', 'الروح المعنويه مديري المدارس']","[np.str_('AUTH_00062'), np.str_('AUTH_00152')]"
1409,"هدفت الدراسه الحاليه الا الكشف عن درجه انتشار الشخصيه المكيافيليه لدا طلبه جامعه اليرموك. وعلاقتها بانماط التنشئه الاسريه. ولتحقيق ANS اجريت الدراسه علا عينه قوامها )617( Lille وطالبه. كان منهم )242( من الذكورء و(375) من ALY طبق عليهم مقياس الشخصيه المكيافيليه الذي اعده داهلنج واخرون )2009 (Dahling et al., والمكون من (16) فقره. ومقياس انماط التنشئه الاسريه الذي اعده بوري )1991 (Buri, والمكون من (30) فقره. واظهرت النتائج ان انتشار الشخصيه المكيافيليه لدا طلبه جامعه اليرموك جاء بدرجه متوسطه: وان هناك فروقا ذات دلاله احصائيه في درجه انتشار الشخصيه المكيافيليه لدا طلبه جامعه اليرموك تعزا الا متغير الجنسء لصالح الذكور. ولم تكن هناك فروق تعزا الا متغير الكليه. كما اظهرت النتائج ان نمط التنشئه الاسريه الاكثر شيوعا cul طلبه جامعه اليرموك هو النمط الديمقراطيء. وان هناك علاقه طرديه ذات دلاله احصائيه بين درجه انتشار الشخصيه المكيافيليه وكل من نمطي التنشئه الاسريه المتسلط والمتساهل. (ال",ARPD,finalpdfs/168.pdf,['الشخصيه المكيافيليه. انماط التنشئه الاسريه. طلبه جامعه'],[np.str_('AUTH_00227')]
1410,"هدفت الدراسه الحاليه الا الكشف عن درجه انتشار الشخصيه المكيافيليه لدا طلبه جامعه اليرموك. وعلاقتها بانماط التنشئه الاسريه. ولتحقيق ANS اجريت الدراسه علا عينه قوامها )617( Lille وطالبه. كان منهم )242( من الذكورء و(375) من ALY طبق عليهم مقياس الشخصيه المكيافيليه الذي اعده داهلنج واخرون )2009 (Dahling et al., والمكون من (16) فقره. ومقياس انماط التنشئه الاسريه الذي اعده بوري )1991 (Buri, والمكون من (30) فقره. واظهرت النتائج ان انتشار الشخصيه المكيافيليه لدا طلبه جامعه اليرموك جاء بدرجه متوسطه: وان هناك فروقا ذات دلاله احصائيه في درجه انتشار الشخصيه المكيافيليه لدا طلبه جامعه اليرموك تعزا الا متغير الجنسء لصالح الذكور. ولم تكن هناك فروق تعزا الا متغير الكليه. كما اظهرت النتائج ان نمط التنشئه الاسريه الاكثر شيوعا cul طلبه جامعه اليرموك هو النمط الديمقراطيء. وان هناك علاقه طرديه ذات دلاله احصائيه بين درجه انتشار الشخصيه المكيافيليه وكل من نمطي التنشئه الاسريه المتسلط والمتساهل. (ال",ARPD,finalpdfs/169.pdf,['الشخصيه المكيافيليه. انماط التنشئه الاسريه. طلبه جامعه'],[np.str_('AUTH_00172')]
